gene_id	Gene names	type
ENSMUSG00000005506	Celf1 Brunol2 Cugbp Cugbp1	nucleus
ENSMUSG00000005514	Por	integral membrane
ENSMUSG00000005534	Insr	nucleus
ENSMUSG00000005540	Fcer2 Fcer2a	integral membrane
ENSMUSG00000005566	Trim28 Kap1 Krip1 Tif1b	nucleus
ENSMUSG00000005575	Ube2m Ubc-rs2 Ubc12	nucleus
ENSMUSG00000005580	Adcy9	integral membrane
ENSMUSG00000005583	Mef2c	nucleus
ENSMUSG00000005609	Ctr9 Kiaa0155 Sh2bp1	nucleus
ENSMUSG00000005611	Irag1 Irag Mrvi1	integral membrane
ENSMUSG00000005615	Pcyt1a Ctpct Pcyt1	nucleus
ENSMUSG00000005621	Znf592 Kiaa0211 Zfp592	nucleus
ENSMUSG00000005625	Psmd4 Mcb1	nucleus
ENSMUSG00000005656	Snx6	nucleus
ENSMUSG00000005672	Kit Sl	cytoplasm
ENSMUSG00000005677	Nr1i3 Car	nucleus
ENSMUSG00000005682	Pan2 Kiaa0710 Usp52	nucleus
ENSMUSG00000005687	Bcas2 Dam1	nucleus
ENSMUSG00000005696	Sh2d1a Xlp	cytoplasm
ENSMUSG00000005698	Ctcf	nucleus
ENSMUSG00000005699	Pard6a Par6a	nucleus
ENSMUSG00000005716	Pvalb Pva	nucleus
ENSMUSG00000005732	Ranbp1 Htf9-a Htf9a	nucleus
ENSMUSG00000005763	Cd247 Cd3z Tcrz	integral membrane
ENSMUSG00000005779	Psmb4 Lmp3	nucleus
ENSMUSG00000005802	Slc30a4 Lm Znt4	integral membrane
ENSMUSG00000005804	Bloc1s6 P2 Pa Pldn	cytoplasm
ENSMUSG00000005813	Metap1	cytoplasm
ENSMUSG00000005823	Gpr108 Lustr2	integral membrane
ENSMUSG00000005824	Tnfsf14 Light	integral membrane
ENSMUSG00000005836	Gata6	nucleus
ENSMUSG00000005886	Ncoa2 Grip1 Src2 Tif2	nucleus
ENSMUSG00000005892	Trh	nucleus
ENSMUSG00000005897	Nr2c1 Tr2 Tr2-11	nucleus
ENSMUSG00000005899	Smpd4 Kiaa1418	integral membrane
ENSMUSG00000005907	Pex1	cytoplasm
ENSMUSG00000005917	Otx1 Otx-1	nucleus
ENSMUSG00000005936	Kctd20	cytoplasm
ENSMUSG00000005949	Ctns	integral membrane
ENSMUSG00000005951	Shpk Carkl	cytoplasm
ENSMUSG00000005952	Trpv1	integral membrane
ENSMUSG00000005968	Tuft1	cytoplasm
ENSMUSG00000005980	Dnase1 Dnl1	nucleus
ENSMUSG00000005986	Ankrd13d	cytoplasm
ENSMUSG00000005994	Tyrp1 Tyrp-1	integral membrane
ENSMUSG00000006005	Tpr	nucleus
ENSMUSG00000006007	Pdc Rpr1	nucleus
ENSMUSG00000006010	Odr4	integral membrane
ENSMUSG00000006050	Sra1	nucleus
ENSMUSG00000006056	Calcoco2 Ndp52 Ndp52l1	cytoplasm
ENSMUSG00000006058	Snf8 D11Moh34	nucleus
ENSMUSG00000006095	Tbcb Ckap1	cytoplasm
ENSMUSG00000006127	Inpp5k Pps Skip	nucleus
ENSMUSG00000006134	Crkl Crkol	cytoplasm
ENSMUSG00000006191	Cdkal1	integral membrane
ENSMUSG00000006215	Zbtb17 Zfp100 Znf151	nucleus
ENSMUSG00000006219	Fblim1 Cal	cytoplasm
ENSMUSG00000006221	Hspb7 Cvhsp Hsp25-2	nucleus
ENSMUSG00000006235	Epor	integral membrane
ENSMUSG00000006262	Mob1b Mobkl1a	nucleus
ENSMUSG00000006270	Vax1	nucleus
ENSMUSG00000006273	Atp6v1b2 Atp6b2 Vat2	integral membrane
ENSMUSG00000006276	Eps15l1 Eps15-rs Eps15R	nucleus
ENSMUSG00000006281	Tep1 Tp1	cytoplasm
ENSMUSG00000006288	Ttc5 Strap	nucleus
ENSMUSG00000006304	Arpc2	nucleus
ENSMUSG00000006307	Kmt2b Mll2 Trx2 Wbp7	nucleus
ENSMUSG00000006310	Zbtb32 Rog Tzfp	nucleus
ENSMUSG00000006311	Etv2 Er71 Etsrp71	nucleus
ENSMUSG00000006313	Upk1a	integral membrane
ENSMUSG00000006315	Tmem147	integral membrane
ENSMUSG00000006333	Rps9	cytoplasm
ENSMUSG00000006335	Tfpt Amida	nucleus
ENSMUSG00000006342	Susd2	integral membrane
ENSMUSG00000006344	Ggt5 Ggtla1	integral membrane
ENSMUSG00000006360	Crip1 Crip	cytoplasm
ENSMUSG00000006362	Cbfa2t3 Cbfa2t3h Mtgr2	nucleus
ENSMUSG00000006373	Pgrmc1 Pgrmc	integral membrane
ENSMUSG00000006386	Tek Hyk Tie-2 Tie2	integral membrane
ENSMUSG00000006389	Mpl Tpor	integral membrane
ENSMUSG00000006411	Nectin4 Lnir Prr4 Pvrl4	integral membrane
ENSMUSG00000006412	Pfdn2 Pfd2	nucleus
ENSMUSG00000006418	Rnf114 Zfp228 Zfp313 Znf228 Znf313	nucleus
ENSMUSG00000006423	Steep1	nucleus
ENSMUSG00000006435	Neurl1 Neurl Neurl1a	cytoplasm
ENSMUSG00000006456	Rbm14	nucleus
ENSMUSG00000006463	Zdhhc24	integral membrane
ENSMUSG00000006469	Slc34a3 Npt2c	integral membrane
ENSMUSG00000006471	Ndor1	cytoplasm
ENSMUSG00000006476	Nsmf Jac Nelf	nucleus
ENSMUSG00000006519	Cyba	nucleus
ENSMUSG00000006526	Stimate Tmem110	integral membrane
ENSMUSG00000006527	Sfmbt1	nucleus
ENSMUSG00000006542	Prkag3	nucleus
ENSMUSG00000006567	Atp7b Wnd	integral membrane
ENSMUSG00000006576	Slc4a3 Ae3	integral membrane
ENSMUSG00000006585	Cdt1 Ris2	nucleus
ENSMUSG00000006586	Runx1t1 Cbfa2t1 Cbfa2t1h Mtg8	nucleus
ENSMUSG00000006587	Snai3 Smuc Zfp293	nucleus
ENSMUSG00000006589	Aprt	cytoplasm
ENSMUSG00000006611	Hfe Mr2	integral membrane
ENSMUSG00000006641	Slc5a6	integral membrane
ENSMUSG00000006642	Tcf23 Out	nucleus
ENSMUSG00000006649	Nphs1 Nphn	integral membrane
ENSMUSG00000006675	P4htm Ph4	integral membrane
ENSMUSG00000006676	Usp19 Kiaa0891	integral membrane
ENSMUSG00000006678	Pola1 Pola	nucleus
ENSMUSG00000006699	Cdc42	cytoplasm
ENSMUSG00000006705	Pknox1	nucleus
ENSMUSG00000006711	Kiaa0319	integral membrane
ENSMUSG00000006715	Gmnn	nucleus
ENSMUSG00000006717	Acot13 Them2	nucleus
ENSMUSG00000006720	Zfp184	nucleus
ENSMUSG00000006724	Cyp27b1 Cyp27b Cyp40	cytoplasm
ENSMUSG00000006728	Cdk4 Crk3	nucleus
ENSMUSG00000006732	Mettl1	nucleus
ENSMUSG00000006740	Kif5b Khcs Kns1	cytoplasm
ENSMUSG00000006763	Saal1	nucleus
ENSMUSG00000006782	Cnp Cnp1	cytoplasm
ENSMUSG00000006784	Odad4 Ttc25	cytoplasm
ENSMUSG00000006818	Sod2 Sod-2	cytoplasm
ENSMUSG00000006850	Tmco6	integral membrane
ENSMUSG00000006920	Ezh1 Enx2	nucleus
ENSMUSG00000006930	Hap1	cytoplasm
ENSMUSG00000006932	Ctnnb1 Catnb	nucleus
ENSMUSG00000006998	Psmd2	nucleus
ENSMUSG00000007021	Syngr3	integral membrane
ENSMUSG00000007033	Hspa1l Hsc70t	nucleus
ENSMUSG00000007034	Slc44a4 Ctl4 Ng22 TPPT1	integral membrane
ENSMUSG00000007036	Abhd16a Bat5 Ng26	integral membrane
ENSMUSG00000007038	Neu1 Neu	cytoplasm
ENSMUSG00000007041	Clic1	nucleus
ENSMUSG00000007050	Lsm2 G7b	nucleus
ENSMUSG00000007080	Pole Pole1	nucleus
ENSMUSG00000007097	Atp1a2	cytoplasm
ENSMUSG00000007122	Casq1	cytoplasm
ENSMUSG00000007207	Stx1a	integral membrane
ENSMUSG00000007216	Znf775 Zfp775	nucleus
ENSMUSG00000007411	Mark3 Emk2 Mpk10	cytoplasm
ENSMUSG00000007415	Gatad1 Odag	nucleus
ENSMUSG00000007458	M6pr 46mpr	integral membrane
ENSMUSG00000007480	Mc5r	integral membrane
ENSMUSG00000007564	Ppp2r1a	nucleus
ENSMUSG00000007591	Tssk4 Tssk5	nucleus
ENSMUSG00000007610	Gtpbp3	nucleus
ENSMUSG00000007613	Tgfbr1	nucleus
ENSMUSG00000007617	Homer1 Vesl1	cytoplasm
ENSMUSG00000007646	Rad51c Rad51l2	nucleus
ENSMUSG00000007655	Cav1 Cav	integral membrane
ENSMUSG00000007656	Arpp19	cytoplasm
ENSMUSG00000007659	Bcl2l1 Bcl2l Bclx	integral membrane
ENSMUSG00000007670	Khsrp Fubp2	nucleus
ENSMUSG00000007682	Dio2	integral membrane
ENSMUSG00000007815	Rhoa Arha Arha2	nucleus
ENSMUSG00000007817	Zmiz1 Rai17 Zimp10	nucleus
ENSMUSG00000007836	Hnrnpa0 Hnrpa0	nucleus
ENSMUSG00000007837	Prrg2 N4wbp1	integral membrane
ENSMUSG00000007850	Hnrnph1 Hnrph Hnrph1	nucleus
ENSMUSG00000007867	Ift43	cytoplasm
ENSMUSG00000007872	Id3 Hlh462 Id-3 Idb3	nucleus
ENSMUSG00000007907	Cabs1	cytoplasm
ENSMUSG00000007946	Phox2a Arix Phox2 Pmx2 Pmx2a	nucleus
ENSMUSG00000007989	Fzd3	integral membrane
ENSMUSG00000008035	Mid1ip1 Mig12	nucleus
ENSMUSG00000008136	Fhl2	nucleus
ENSMUSG00000008140	Emc10 Hsm1 Inm02	integral membrane
ENSMUSG00000008193	Spib	nucleus
ENSMUSG00000008206	Cers4 Lass4 Trh1	integral membrane
ENSMUSG00000008301	Phax Rnuxa	nucleus
ENSMUSG00000008305	Tle1 Grg1	nucleus
ENSMUSG00000008318	Relt Tnfrsf19l	integral membrane
ENSMUSG00000008333	Snrpb2	nucleus
ENSMUSG00000008348	Ubc	nucleus
ENSMUSG00000008373	Prpf31 Prp31	nucleus
ENSMUSG00000008384	Sertad1 Sei1	nucleus
ENSMUSG00000008393	Carhsp1	cytoplasm
ENSMUSG00000008398	Elk3 Erp Net	nucleus
ENSMUSG00000008429	Herpud2 MNCb-2040	integral membrane
ENSMUSG00000008438	Adam21 Adam31	integral membrane
ENSMUSG00000008461	Fut1	integral membrane
ENSMUSG00000008475	Arpc5	nucleus
ENSMUSG00000008482	Rnf151	nucleus
ENSMUSG00000008496	Pou2f2 Oct2 Otf2	nucleus
ENSMUSG00000008540	Mgst1	integral membrane
ENSMUSG00000008575	Nfib	nucleus
ENSMUSG00000008604	Ubqln4 Cip75 Ubin	nucleus
ENSMUSG00000008658	Rbfox1 A2bp A2bp1 Fox1 MNCb-3035	nucleus
ENSMUSG00000008668	Rps18	nucleus
ENSMUSG00000008682	Rpl10 Qm	nucleus
ENSMUSG00000008683	Rps15a	cytoplasm
ENSMUSG00000008690	Ncaph2 D15Ertd785e	nucleus
ENSMUSG00000008730	Hipk1 Kiaa0630 Myak Nbak2	nucleus
ENSMUSG00000008734	Gprc5b Raig2	integral membrane
ENSMUSG00000008763	Man1a2 Man1b	integral membrane
ENSMUSG00000008843	Cldn13	integral membrane
ENSMUSG00000008845	Cd163 M130	integral membrane
ENSMUSG00000008958	Vps72 Tcfl1 Yl1	nucleus
ENSMUSG00000008976	Gabpa E4tf1a	nucleus
ENSMUSG00000009013	Dynll1 Dlc1 Dncl1 Dnclc1	nucleus
ENSMUSG00000009030	Pdcl PhLP1	cytoplasm
ENSMUSG00000009035	Tmem184b	integral membrane
ENSMUSG00000009073	Nf2 Nf-2	nucleus
ENSMUSG00000009075	Cabp7 Caln2	integral membrane
ENSMUSG00000009079	Ewsr1 Ews Ewsh	nucleus
ENSMUSG00000009093	Gstt4	cytoplasm
ENSMUSG00000009112	Bcl2l13 Mil1	integral membrane
ENSMUSG00000009216	Fam163b	integral membrane
ENSMUSG00000009248	Ascl2 Mash2	nucleus
ENSMUSG00000009291	Pttg1ip	integral membrane
ENSMUSG00000009378	Slc16a12 Mct12	integral membrane
ENSMUSG00000009406	Elk1	nucleus
ENSMUSG00000009418	Nav1 Kiaa1151 Pomfil3	cytoplasm
ENSMUSG00000009470	Tnpo1 Kpnb2	nucleus
ENSMUSG00000009471	Myod1 Myod	nucleus
ENSMUSG00000009535	Rnmt Kiaa0398	nucleus
ENSMUSG00000009545	Kcnq1 Kcna9 Kvlqt1	integral membrane
ENSMUSG00000009549	Srp14	nucleus
ENSMUSG00000009555	Cdk9	nucleus
ENSMUSG00000009566	Fpgs	cytoplasm
ENSMUSG00000009575	Cbx5 Hp1a	nucleus
ENSMUSG00000009580	Odam Apin	nucleus
ENSMUSG00000009585	Apobec3	nucleus
ENSMUSG00000009588	St6galnac1 Siat7a	integral membrane
ENSMUSG00000009596	Taf7l Taf2q	nucleus
ENSMUSG00000009614	Sardh	cytoplasm
ENSMUSG00000009621	Vav2	cytoplasm
ENSMUSG00000009628	Tex15	nucleus
ENSMUSG00000009630	Ppp2cb	nucleus
ENSMUSG00000009640	Dmap1 Mmtr	nucleus
ENSMUSG00000009681	Bcr Kiaa3017	cytoplasm
ENSMUSG00000009687	Fxyd5 Oit2	integral membrane
ENSMUSG00000009731	Kcnd1	integral membrane
ENSMUSG00000009733	Tfcp2 Tcfcp2	nucleus
ENSMUSG00000009739	Pou6f1 Emb	nucleus
ENSMUSG00000009741	Ubp1 Cp2b Nf2d9	nucleus
ENSMUSG00000009772	Nuak2 Omphk2	nucleus
ENSMUSG00000009828	Cilk1 Ick	nucleus
ENSMUSG00000009876	Cox4i2 Cox4b	integral membrane
ENSMUSG00000009905	Kdsr Fvt1	integral membrane
ENSMUSG00000009907	Vps4b Skd1	nucleus
ENSMUSG00000009927	Rps25	nucleus
ENSMUSG00000010025	Aldh3a2 Ahd-3 Ahd3 Aldh3 Aldh4	integral membrane
ENSMUSG00000010044	Zmynd10 Blu	cytoplasm
ENSMUSG00000010045	Tmem115 Pl6	integral membrane
ENSMUSG00000010047	Hyal2	cytoplasm
ENSMUSG00000010051	Hyal1	cytoplasm
ENSMUSG00000010067	Rassf1	nucleus
ENSMUSG00000010080	Epn3	nucleus
ENSMUSG00000010086	Rnf112 Bfp Znf179	integral membrane
ENSMUSG00000010095	Slc3a2 Mdu1	integral membrane
ENSMUSG00000010097	Nxf1 Tap	nucleus
ENSMUSG00000010110	Stx5 Stx5a	integral membrane
ENSMUSG00000010122	Slc47a1 Mate1	integral membrane
ENSMUSG00000010136	Pifo	nucleus
ENSMUSG00000010175	Prox1	nucleus
ENSMUSG00000010205	Raver1 Kiaa1978	nucleus
ENSMUSG00000010290		nucleus
ENSMUSG00000010307	Tmem86a	integral membrane
ENSMUSG00000010342	Tex14	cytoplasm
ENSMUSG00000010358	Ifi35 Ifp35	nucleus
ENSMUSG00000010376	Nedd8 Nedd-8	nucleus
ENSMUSG00000010392	Gosr1 Gs28	integral membrane
ENSMUSG00000010461	Eya4	nucleus
ENSMUSG00000010476	Ebf3 Coe3	nucleus
ENSMUSG00000010505	Myt1 Kiaa0835 Nzf2	nucleus
ENSMUSG00000010517	Faf1	nucleus
ENSMUSG00000010538	Tsacc	cytoplasm
ENSMUSG00000010554	Mettl16 Mett10d	nucleus
ENSMUSG00000010592	Dazl Dazl1 Dazla	nucleus
ENSMUSG00000010607	Pigy Pigyl	integral membrane
ENSMUSG00000010608	Rbm25	cytoplasm
ENSMUSG00000010660	Plcd1 Plcd	nucleus
ENSMUSG00000010663	Fads1	integral membrane
ENSMUSG00000010751	Tnfrsf22 Dctrailr2 Tnfrh2 Tnfrsf1al2	integral membrane
ENSMUSG00000010755	Cars1 Cars	cytoplasm
ENSMUSG00000010760	Phlda2 Ipl Tssc3	cytoplasm
ENSMUSG00000010796	Asz1 Gasz	cytoplasm
ENSMUSG00000010797	Wnt2 Irp Wnt-2	cytoplasm
ENSMUSG00000010830	Kdelr3	integral membrane
ENSMUSG00000010911	Apip Mmrp19	cytoplasm
ENSMUSG00000011008	Mcoln2	integral membrane
ENSMUSG00000011096	Akt1s1 Pras	nucleus
ENSMUSG00000011114	Tbrg1 Niam	nucleus
ENSMUSG00000011118	Panx3	integral membrane
ENSMUSG00000011148	Adss1 Adssl1	cytoplasm
ENSMUSG00000011171	Vipr2	integral membrane
ENSMUSG00000011179	Odc1 Odc	cytoplasm
ENSMUSG00000011256	Adam19 Mltnb	integral membrane
ENSMUSG00000011267	Znf296 Zfp296	nucleus
ENSMUSG00000011305	Plin5 Lsdp5 Mldp Oxpat Pat1	cytoplasm
ENSMUSG00000011349	Dmrtc2 Dmrt7	nucleus
ENSMUSG00000011486	Slc25a41 SCaMC3L	integral membrane
ENSMUSG00000011589	Fsd1	nucleus
ENSMUSG00000011658	Fuz	cytoplasm
ENSMUSG00000011752	Pgam1	nucleus
ENSMUSG00000011958	Bnip2 Nip2l	cytoplasm
ENSMUSG00000011960	Ccnt1	nucleus
ENSMUSG00000012017	Scarf2 Srec2	integral membrane
ENSMUSG00000012114	Med15 Pcqap	cytoplasm
ENSMUSG00000012126	Ubxn11 D4Bwg1540e Soc Ubxd5	cytoplasm
ENSMUSG00000012187	Mogat1 Dgat2l1	integral membrane
ENSMUSG00000012211	Tex22 Tep22	cytoplasm
ENSMUSG00000012296	Tjap1 Pilt Tjp4	cytoplasm
ENSMUSG00000012350	Ehf	nucleus
ENSMUSG00000012396	Nanog Ecat4 Enk	nucleus
ENSMUSG00000012405	Rpl15	nucleus
ENSMUSG00000012422	Tmem167a Tmem167	integral membrane
ENSMUSG00000012428	Steap4 Tiarp	integral membrane
ENSMUSG00000012429	Mplkip Ttdn1	nucleus
ENSMUSG00000012443	Kif11	nucleus
ENSMUSG00000012519	Mlkl	nucleus
ENSMUSG00000012520	Phox2b Pmx2b	nucleus
ENSMUSG00000012535	Tnpo3	cytoplasm
ENSMUSG00000012609	Ttll5 Kiaa0998	nucleus
ENSMUSG00000012705	Retn Fizz3	nucleus
ENSMUSG00000012777	Acp4 Acpt	integral membrane
ENSMUSG00000012819	Cdh23	integral membrane
ENSMUSG00000013089	Etv5	nucleus
ENSMUSG00000013091	Tmem190	integral membrane
ENSMUSG00000013275	Slc41a1	integral membrane
ENSMUSG00000013415	Igf2bp1 Vickz1	nucleus
ENSMUSG00000013483	Card14 Bimp2	cytoplasm
ENSMUSG00000013495	Tmem175	integral membrane
ENSMUSG00000013523	Bcas1 Nabc1	cytoplasm
ENSMUSG00000013584	Aldh1a2 Aldh1a7 Raldh2	cytoplasm
ENSMUSG00000013622	Atraid Apr3	integral membrane
ENSMUSG00000013629	Cad	nucleus
ENSMUSG00000013646	Sh3bp5l Kiaa1720	cytoplasm
ENSMUSG00000013662	Atad1	integral membrane
ENSMUSG00000013663	Pten Mmac1	nucleus
ENSMUSG00000013707	Tnfaip8l2	cytoplasm
ENSMUSG00000013787	Ehmt2 Bat8 G9a Ng36	nucleus
ENSMUSG00000013846	St3gal1 Siat4 Siat4a	integral membrane
ENSMUSG00000013858	Tmem259 ORF61	integral membrane
ENSMUSG00000013878	Rnf170	integral membrane
ENSMUSG00000013921	Clip3 Clipr59	nucleus
ENSMUSG00000013973	Dedd	cytoplasm
ENSMUSG00000013974	Mcemp1	integral membrane
ENSMUSG00000013997	Nit1	cytoplasm
ENSMUSG00000014030	Pax5 Pax-5	nucleus
ENSMUSG00000014039	Prdm15	nucleus
ENSMUSG00000014074	Rnf168	nucleus
ENSMUSG00000014077	Chp1 Chp Sid470	nucleus
ENSMUSG00000014195	Dnajc7 Ttc2	cytoplasm
ENSMUSG00000014198	Znf385c Zfp385c	nucleus
ENSMUSG00000014226	Cacybp Sip	nucleus
ENSMUSG00000014243	Zswim7 Sws1	nucleus
ENSMUSG00000014245	Pigl Gm737	integral membrane
ENSMUSG00000014301	Pam16 Magmas Tim16 Timm16	cytoplasm
ENSMUSG00000014303	Glis2 Gli5 Nkl	nucleus
ENSMUSG00000014313	Cox6c	integral membrane
ENSMUSG00000014329	Bicc1	cytoplasm
ENSMUSG00000014349	Ube2z D11Moh35	nucleus
ENSMUSG00000014351	Gip	cytoplasm
ENSMUSG00000014353	Tmem87b	integral membrane
ENSMUSG00000014355	Anapc1 Mcpr Tsg24	nucleus
ENSMUSG00000014361	Mertk Mer	cytoplasm
ENSMUSG00000014402	Tsg101	nucleus
ENSMUSG00000014426	Map3k4 Mekk4	cytoplasm
ENSMUSG00000014470	Rnf166	cytoplasm
ENSMUSG00000014503	Pkd2l2	integral membrane
ENSMUSG00000014547	Wdfy2	cytoplasm
ENSMUSG00000014554	Dguok Dgk	cytoplasm
ENSMUSG00000014592	Camta1 Kiaa0833	nucleus
ENSMUSG00000014599	Csf1 Csfm	integral membrane
ENSMUSG00000014601	Strip1 Fam40a Kiaa1761	nucleus
ENSMUSG00000014603	Alx3	nucleus
ENSMUSG00000014606	Slc25a11	integral membrane
ENSMUSG00000014668	Chfr	nucleus
ENSMUSG00000014704	Hoxa2 Hox-1.11 Hoxa-2	nucleus
ENSMUSG00000014725	Adam28	integral membrane
ENSMUSG00000014747	Ankrd53	cytoplasm
ENSMUSG00000014763	Fam120b Ccpg Kiaa1838	nucleus
ENSMUSG00000014767	Tbp Tfiid	nucleus
ENSMUSG00000014769	Psmb1	nucleus
ENSMUSG00000014773	Dll1	integral membrane
ENSMUSG00000014776	Nol3 Arc	cytoplasm
ENSMUSG00000014778	Fhod1 Fhos1	cytoplasm
ENSMUSG00000014791	Elmo3	cytoplasm
ENSMUSG00000014813	Stc1 Stc	nucleus
ENSMUSG00000014856	Tmem208	integral membrane
ENSMUSG00000014859	E2f4	nucleus
ENSMUSG00000014867	Surf4 Surf-4	integral membrane
ENSMUSG00000014905	Dnajb9	cytoplasm
ENSMUSG00000014956	Ppp1cb	nucleus
ENSMUSG00000015013	Trappc2l	nucleus
ENSMUSG00000015023	Ddx19a Ddx19 Eif4a-rs1	nucleus
ENSMUSG00000015053	Gata2	nucleus
ENSMUSG00000015085	Entpd2 Cd39l1	integral membrane
ENSMUSG00000015087	Rabl6 Parf	nucleus
ENSMUSG00000015092	Edf1	nucleus
ENSMUSG00000015093	Clic3	nucleus
ENSMUSG00000015094	Npdc1 Npdc-1	integral membrane
ENSMUSG00000015095	Fbxw5 Fbw5	cytoplasm
ENSMUSG00000015112	Slc25a13 Aralar2	integral membrane
ENSMUSG00000015120	Ube2i Ubc9 Ubce2i Ubce9	nucleus
ENSMUSG00000015126	Tsr3	cytoplasm
ENSMUSG00000015127	Unkl	nucleus
ENSMUSG00000015133	Lrrk1 Kiaa1790	cytoplasm
ENSMUSG00000015134	Aldh1a3 Aldh6 Raldh3	cytoplasm
ENSMUSG00000015143	Actn1	nucleus
ENSMUSG00000015149	Sirt2 Sir2l2	nucleus
ENSMUSG00000015165	Hnrnpl Hnrpl	nucleus
ENSMUSG00000015176	Nolc1 Kiaa0035	cytoplasm
ENSMUSG00000015202	Cnksr3	cytoplasm
ENSMUSG00000015214	Mtmr1	cytoplasm
ENSMUSG00000015217	Hmgb3 Hmg2a Hmg4	nucleus
ENSMUSG00000015222	Map2 Mtap2	cytoplasm
ENSMUSG00000015289	Lage3 Itba2	nucleus
ENSMUSG00000015290	Ubl4a Gdx Ubl4	nucleus
ENSMUSG00000015291	Gdi1 Rabgdia	cytoplasm
ENSMUSG00000015312	Gadd45b Myd118	nucleus
ENSMUSG00000015316	Slamf1 Slam	integral membrane
ENSMUSG00000015335	Zdhhc12	integral membrane
ENSMUSG00000015337	Endog	nucleus
ENSMUSG00000015340	Cybb Cgd	cytoplasm
ENSMUSG00000015342	Xk Xkh Xkr1 Xrg1	integral membrane
ENSMUSG00000015396	Cd83	integral membrane
ENSMUSG00000015401	Cltrn Nx17 Tmem27	integral membrane
ENSMUSG00000015405	Ace2	integral membrane
ENSMUSG00000015437	Gzmb Ctla-1 Ctla1	cytoplasm
ENSMUSG00000015441	Gzmf Ccp4 Ctla-7 Ctla7	cytoplasm
ENSMUSG00000015452	Ager Rage	integral membrane
ENSMUSG00000015468	Notch4 Int-3 Int3	integral membrane
ENSMUSG00000015478	Rnf5 Ng2	integral membrane
ENSMUSG00000015484	Fam163a	integral membrane
ENSMUSG00000015488	Cacfd1	integral membrane
ENSMUSG00000015501	Hivep2 Mibp1	nucleus
ENSMUSG00000015522	Arnt	nucleus
ENSMUSG00000015533	Itga2	nucleus
ENSMUSG00000015575	Atp6v0e1 Atp6v0e	integral membrane
ENSMUSG00000015579	Nkx2-5 Csx Nkx-2.5 Nkx2e	nucleus
ENSMUSG00000015597	Znf318 Tzf Zfp318	nucleus
ENSMUSG00000015599	Ttbk1	nucleus
ENSMUSG00000015605	Srf	nucleus
ENSMUSG00000015619	Gata3 Gata-3	nucleus
ENSMUSG00000015627	Gata5	nucleus
ENSMUSG00000015652	Steap1 Steap	integral membrane
ENSMUSG00000015656	Hspa8 Hsc70 Hsc73	nucleus
ENSMUSG00000015659	Serac1 D17Ertd141e	integral membrane
ENSMUSG00000015665	Awat1 Dgat2l3	integral membrane
ENSMUSG00000015671	Psma2 Lmpc3	nucleus
ENSMUSG00000015702	Anxa9	nucleus
ENSMUSG00000015709	Arnt2 Kiaa0307	nucleus
ENSMUSG00000015711	Prune1 Prune	nucleus
ENSMUSG00000015714	Cers2 Lass2 Trh3	integral membrane
ENSMUSG00000015721	Nlrp5 Mater Nalp5	nucleus
ENSMUSG00000015745	Plekho1	nucleus
ENSMUSG00000015747	Vps45 Vps45a	integral membrane
ENSMUSG00000015748	Prpf3	nucleus
ENSMUSG00000015749	Anp32e Cpd1	nucleus
ENSMUSG00000015750	Aph1a	integral membrane
ENSMUSG00000015757	Ppil4	nucleus
ENSMUSG00000015759	Cnih1 Cnih	integral membrane
ENSMUSG00000015787	Abo	integral membrane
ENSMUSG00000015790	Surf1 Surf-1	integral membrane
ENSMUSG00000015806	Qdpr Dhpr	cytoplasm
ENSMUSG00000015837	Sqstm1 A170 STAP	cytoplasm
ENSMUSG00000015839	Nfe2l2 Nrf2	nucleus
ENSMUSG00000015843	Rxrg Nr2b3	nucleus
ENSMUSG00000015846	Rxra Nr2b1	nucleus
ENSMUSG00000015854	Cd5l Aim Api6	cytoplasm
ENSMUSG00000015882	Lcorl Mlr1	nucleus
ENSMUSG00000015889	Lta4h	nucleus
ENSMUSG00000015890	Amdhd1	cytoplasm
ENSMUSG00000015932	Dstn Dsn Sid23	cytoplasm
ENSMUSG00000015937	Macroh2a1 H2afy	nucleus
ENSMUSG00000015942	Gtf2ird2	nucleus
ENSMUSG00000015950	Ncf1	cytoplasm
ENSMUSG00000015957	Wnt11 Wnt-11	cytoplasm
ENSMUSG00000015961	Adss2 Adss	cytoplasm
ENSMUSG00000015966	Il17rb Evi27 Il17br	cytoplasm
ENSMUSG00000015968	Cacna1d Cach3 Cacn4 Cacnl1a2 Cchl1a2	nucleus
ENSMUSG00000015971	Actr8 Arp8	nucleus
ENSMUSG00000015994	Fnta	cytoplasm
ENSMUSG00000016018	Mtrex Skiv2l2	nucleus
ENSMUSG00000016028	Celsr1	integral membrane
ENSMUSG00000016087	Fli1 Fli-1	nucleus
ENSMUSG00000016150	Tenm1 Odz1 Tnm1	nucleus
ENSMUSG00000016179	Camk1g	cytoplasm
ENSMUSG00000016194	Hsd11b1 Hsd11	cytoplasm
ENSMUSG00000016200	Syt14	integral membrane
ENSMUSG00000016255	Tubb1	cytoplasm
ENSMUSG00000016262	Sertad4	nucleus
ENSMUSG00000016327	Atp1b4	nucleus
ENSMUSG00000016349	Eef1a2 Eef1al Stn	nucleus
ENSMUSG00000016382	Pls3	cytoplasm
ENSMUSG00000016409	Nkap	nucleus
ENSMUSG00000016427	Ndufa1	integral membrane
ENSMUSG00000016477	E2f3	nucleus
